Year | Année,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Région économique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Français),Units | Unités,<,Stack Emissions | Émissions de cheminées,<,Direct Discharge | Évacuations directes,Footnotes | Notes de bas de page
2016,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,5.17E+05,,1.33E+08,
2016,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.001,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.50E+14,,1.80E+14,
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,1.10E+11,,2.90E+09,
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,9.50E+13,,NRM | NRS,
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,,5.20E+05,,NRM | NRS,
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,2.20E+06,,7.80E+07,
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,7.90E+06,
2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0009,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,5.66E+14,,2.36E+14,
2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.69E+12,,1.66E+09,
2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,5.63E+13,,NRM | NRS,
2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,4.40E+06,,NRM | NRS,
2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.14E+05,,9.96E+08,
2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,2.46E+06,,6.96E+04,
2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,5.70E+14,,5.07E+14,
2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.13E+12,,1.76E+09,
2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,5.25E+13,,NRM | NRS,
2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,<,LD,,NRM | NRS,<LD = 0
2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.13E+06,,1.42E+09,
2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,1.85E+03,<,LD,<LD = 0
2016,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0016,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,1.70E+13,,NRM | NRS,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.80E+14,,3.50E+14,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,1.60E+12,,2.20E+09,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,1.60E+13,,NRM | NRS,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.40E+08,,NRM | NRS,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.20E+07,,4.90E+10,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,<,5.00E+06,,1.20E+06,
2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0006,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.20E+14,,1.10E+14,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.20E+12,,NRM | NRS,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.10E+14,,NRM | NRS,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,9.90E+06,,NRM | NRS,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,5.50E+06,,6.80E+09,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,3.70E+05,,NRM | NRS,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,4.60E+14,,2.10E+14,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.20E+12,,4.70E+09,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,5.80E+12,,NRM | NRS,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,4.10E+06,,NRM | NRS,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.40E+07,,5.10E+10,
2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,6.20E+05,<,3.70E+06,
2016,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0015,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.12E+14,,1.51E+14,
2015,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,4.10E+11,,3.00E+11,
2015,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,NRM | NRS,,NRM | NRS,
2015,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
2015,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.35E+06,,5.28E+08,
2015,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.001,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.40E+14,,1.40E+14,
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,7.10E+10,,1.00E+10,
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,5.90E+12,,NRM | NRS,
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,<,5.00E+05,,NRM | NRS,
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,8.10E+06,,5.50E+07,
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,6.70E+06,
2015,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0006,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,7.05E+14,,2.20E+14,
2015,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,3.15E+12,,2.45E+09,
2015,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,5.62E+13,,NRM | NRS,
2015,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,5.15E+07,,NRM | NRS,
2015,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.06E+07,,9.17E+08,
2015,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,1.23E+06,,1.31E+06,
2015,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.74E+14,,6.72E+14,
2015,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.16E+12,,9.07E+09,
2015,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,5.25E+13,,NRM | NRS,
2015,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,4.01E+07,,NRM | NRS,
2015,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.63E+07,,1.53E+09,
2015,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,2.34E+06,,1.40E+06,
2015,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0029,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,1.70E+13,,NRM | NRS,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.50E+14,,2.40E+14,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,1.30E+12,,7.30E+09,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,2.20E+13,,NRM | NRS,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.40E+08,,NRM | NRS,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.50E+07,,4.90E+10,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,<,6.40E+06,,2.30E+06,
2015,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0005,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.40E+14,,9.90E+13,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.00E+12,,NRM | NRS,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,9.30E+13,,NRM | NRS,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,1.40E+07,,NRM | NRS,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,5.30E+06,,4.90E+09,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,4.50E+05,,NRM | NRS,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.00E+14,,2.70E+14,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.00E+12,,2.80E+09,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.60E+13,,NRM | NRS,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,4.60E+06,,NRM | NRS,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.50E+07,,1.70E+10,
2015,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,6.10E+05,,5.40E+06,
2015,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0012,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.19E+14,,3.56E+14,
2014,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,4.83E+11,,5.28E+10,
2014,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,3.15E+09,,NRM | NRS,
2014,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,<,LD,,NRM | NRS,<LD = 0
2014,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.92E+05,,2.86E+08,
2014,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.004,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,6.60E+13,,3.20E+14,
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,8.40E+10,,6.60E+09,
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,3.80E+12,,NRM | NRS,
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,NRM | NRS,,1.00E+07,
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,8.30E+07,
2014,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0003,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,7.51E+14,,1.94E+14,
2014,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.64E+12,,1.13E+09,
2014,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,5.30E+13,,NRM | NRS,
2014,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,3.94E+08,,NRM | NRS,
2014,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.13E+06,,9.57E+08,
2014,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,8.02E+05,,1.77E+06,
2014,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,4.13E+14,,6.42E+14,
2014,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.26E+12,,8.06E+09,
2014,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,5.25E+13,,NRM | NRS,
2014,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,4.02E+07,,NRM | NRS,
2014,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.53E+07,,1.99E+09,
2014,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,2.26E+06,,1.49E+06,
2014,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.002,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,5.20E+13,,NRM | NRS,
