Year | Année,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Région économique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Français),Units | Unités,Stack Emissions | Émissions de cheminées,Direct Discharge | Évacuations directes,Footnotes | Notes de bas de page
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0029,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Tritium (HTO),Tritium (Eau tritiée),Bq,2.15E+11,6.61E+10,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Particulate gross beta,Particules bêta brutes,Bq,4.81E+04,4.13E+06,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,<0.01,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Elemental Tritium (HT),Tritium élémentaire,Bq,1.37E+12,NRM | NRS,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Tritium (HTO),Tritium (Eau tritiée),Bq,2.60E+14,3.07E+13,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Carbon-14,Carbone-14,Bq,8.69E+11,NRM | NRS,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Total noble gases,Total des gaz nobles,Bq-MeV,2.11E+15,NRM | NRS,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Iodine-131,Iode-131,Bq,2.06E+11,NRM | NRS,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Argon-41,Argon-41,Bq,9.37E+15,NRM | NRS,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Xenon-133,Xenon-133,Bq,8.68E+15,NRM | NRS,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,9.07E+08,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,2.62E+11,
2014,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.06,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Tritium (HTO),Tritium (Eau tritiée),Bq,3.48E+10,NRM | NRS,
2014,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross alpha,Particules alpha brutes,Bq,8.82E+04,4.76E+07,
2014,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross beta,Particules bêta brutes,Bq,3.97E+05,9.31E+07,
2014,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Strontium-90,Strontium-90,Bq,NRM | NRS,6.61E+07,
2014,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Cesium-137,Césium-137,Bq,NRM | NRS,2.66E+07,
2014,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.002,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Radium-226,Radium-226,Bq,NRM | NRS,5.40E+06,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Uranium,Uranium,kg,NRM | NRS,36.7,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.00383,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,7.70E+06,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,23.0,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.02867,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Tritium (HTO),Tritium (Eau tritiée),Bq,2.74E+11,5.19E+10,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,6.37E+07,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.002,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Tritium (HTO),Tritium (Eau tritiée),Bq,2.63E+11,9.60E+10,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Particulate gross beta,Particules bêta brutes,Bq,5.27E+04,6.08E+06,
2014,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,<0.01,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Elemental Tritium (HT),Tritium élémentaire,Bq,1.59E+12,NRM | NRS,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Tritium (HTO),Tritium (Eau tritiée),Bq,2.46E+14,2.43E+12,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Carbon-14,Carbone-14,Bq,5.74E+11,NRM | NRS,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Total noble gases,Total des gaz nobles,Bq-MeV,1.32E+15,NRM | NRS,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Iodine-131,Iode-131,Bq,1.38E+11,NRM | NRS,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Argon-41,Argon-41,Bq,8.46E+15,NRM | NRS,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Xenon-133,Xenon-133,Bq,5.72E+15,NRM | NRS,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,4.68E+07,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,3.02E+09,
2013,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.05914,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Tritium (HTO),Tritium (Eau tritiée),Bq,3.52E+10,NRM | NRS,
2013,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross alpha,Particules alpha brutes,Bq,9.24E+04,1.14E+08,
2013,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross beta,Particules bêta brutes,Bq,2.29E+05,3.86E+08,
2013,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Strontium-90,Strontium-90,Bq,NRM | NRS,6.97E+07,
2013,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Cesium-137,Césium-137,Bq,NRM | NRS,6.40E+07,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Radium-226,Radium-226,Bq,NRM | NRS,5.00E+06,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Uranium,Uranium,kg,NRM | NRS,49.2,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,6.20E+06,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,25.4,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Tritium (HTO),Tritium (Eau tritiée),Bq,1.59E+11,8.73E+10,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,5.31E+07,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0013,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Tritium (HTO),Tritium (Eau tritiée),Bq,6.86E+10,1.41E+11,
2013,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Particulate gross beta,Particules bêta brutes,Bq,6.63E+04,9.76E+05,
